                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    295,                 1.0074,                0.84844,                 1.0138,                0.91841,                0.90996,                0.94253,                0.67198,                  1.035,                0.68546,                 1.0225,             3.4354e-05,             3.4354e-05,             3.4354e-05
                    296,                0.98885,                0.83323,                 1.0132,                0.91278,                0.91283,                0.94211,                0.66861,                  1.039,                0.68676,                 1.0232,             3.3777e-05,             3.3777e-05,             3.3777e-05
                    297,                 1.0135,                0.85289,                 1.0221,                 0.9174,                0.90962,                 0.9437,                0.67009,                 1.0336,                0.68498,                 1.0216,               3.32e-05,               3.32e-05,               3.32e-05
                    298,                0.99998,                0.84974,                 1.0167,                0.92107,                0.90511,                0.94479,                 0.6724,                 1.0332,                0.68436,                 1.0217,             3.2623e-05,             3.2623e-05,             3.2623e-05
                    299,                0.97594,                0.82299,                 1.0073,                 0.9258,                0.89608,                0.94293,                0.67196,                 1.0338,                0.68475,                 1.0224,             3.2045e-05,             3.2045e-05,             3.2045e-05
                    300,                 0.9743,                0.81971,                 1.0109,                0.92032,                0.90359,                0.94443,                0.67415,                 1.0327,                0.68408,                 1.0202,             3.1468e-05,             3.1468e-05,             3.1468e-05
                    301,                0.98495,                0.82897,                 1.0128,                0.91379,                0.91349,                0.94329,                0.67328,                  1.033,                0.68273,                 1.0214,             3.0891e-05,             3.0891e-05,             3.0891e-05
                    302,                0.98954,                0.84536,                 1.0148,                0.91159,                0.91222,                0.94351,                 0.6715,                 1.0351,                0.68238,                 1.0218,             3.0314e-05,             3.0314e-05,             3.0314e-05
                    303,                0.99233,                0.83178,                 1.0156,                0.91513,                0.91053,                0.94496,                0.67061,                 1.0354,                0.68419,                 1.0224,             2.9737e-05,             2.9737e-05,             2.9737e-05
                    304,                0.98392,                0.83018,                 1.0084,                0.91125,                0.91603,                0.94532,                0.67123,                 1.0368,                0.68517,                 1.0227,              2.916e-05,              2.916e-05,              2.916e-05
                    305,                 0.9878,                0.82944,                 1.0051,                0.91574,                0.91259,                0.94607,                0.67078,                 1.0346,                0.68254,                 1.0215,             2.8583e-05,             2.8583e-05,             2.8583e-05
                    306,                0.98919,                0.82384,                 1.0065,                 0.9173,                0.91185,                0.94626,                0.67007,                 1.0395,                0.68776,                 1.0234,             2.8006e-05,             2.8006e-05,             2.8006e-05
                    307,                 1.0002,                 0.8393,                 1.0171,                0.91735,                0.91111,                0.94582,                0.67114,                 1.0359,                0.68501,                 1.0225,             2.7429e-05,             2.7429e-05,             2.7429e-05
                    308,                0.99588,                0.83706,                  1.014,                0.92014,                0.91438,                0.94645,                0.67123,                 1.0343,                0.68287,                 1.0208,             2.6852e-05,             2.6852e-05,             2.6852e-05
                    309,                0.98494,                 0.8204,                 1.0105,                0.92046,                0.91412,                0.94499,                0.67178,                 1.0337,                0.68352,                 1.0214,             2.6275e-05,             2.6275e-05,             2.6275e-05
                    310,                  1.006,                 0.8428,                 1.0137,                0.92038,                0.90801,                0.94431,                0.67191,                 1.0345,                0.68492,                 1.0209,             2.5698e-05,             2.5698e-05,             2.5698e-05
                    311,                0.98101,                0.82295,                 1.0109,                0.91266,                0.91508,                 0.9454,                0.67138,                 1.0343,                0.68283,                 1.0202,             2.5121e-05,             2.5121e-05,             2.5121e-05
                    312,                0.98656,                0.82626,                 1.0115,                0.91609,                0.90693,                0.94236,                0.67227,                 1.0323,                0.68311,                 1.0201,             2.4544e-05,             2.4544e-05,             2.4544e-05
                    313,                 1.0051,                0.84118,                 1.0175,                0.92846,                0.89952,                0.94555,                0.67072,                 1.0342,                0.68222,                 1.0211,             2.3967e-05,             2.3967e-05,             2.3967e-05
                    314,                0.98117,                0.83513,                 1.0159,                0.92629,                0.90083,                 0.9448,                0.67097,                 1.0335,                0.68326,                 1.0218,              2.339e-05,              2.339e-05,              2.339e-05
                    315,                0.99891,                 0.8374,                 1.0101,                 0.9281,                0.90082,                0.94413,                0.67269,                 1.0322,                0.68146,                 1.0211,             2.2813e-05,             2.2813e-05,             2.2813e-05
                    316,                 1.0015,                0.83825,                 1.0164,                0.91808,                 0.9098,                0.94461,                0.67132,                 1.0358,                0.68158,                 1.0208,             2.2236e-05,             2.2236e-05,             2.2236e-05
                    317,                0.99887,                 0.8418,                 1.0106,                0.92383,                0.90683,                0.94498,                0.67134,                 1.0346,                0.68285,                 1.0197,             2.1659e-05,             2.1659e-05,             2.1659e-05
                    318,                0.98051,                0.82111,                 1.0072,                0.92301,                0.90621,                0.94479,                0.67018,                 1.0339,                0.68137,                 1.0194,             2.1082e-05,             2.1082e-05,             2.1082e-05
                    319,                0.99293,                0.83272,                 1.0146,                0.90951,                0.91601,                0.94553,                0.66963,                 1.0332,                0.68207,                 1.0197,             2.0505e-05,             2.0505e-05,             2.0505e-05
                    320,                0.98626,                0.82691,                 1.0117,                0.91928,                0.90511,                0.94497,                0.67006,                  1.035,                 0.6836,                 1.0204,             1.9928e-05,             1.9928e-05,             1.9928e-05
                    321,                 1.0003,                0.83564,                 1.0127,                0.92261,                0.90758,                0.94537,                0.67093,                 1.0343,                0.68387,                 1.0206,             1.9351e-05,             1.9351e-05,             1.9351e-05
                    322,                0.99471,                0.83316,                 1.0122,                0.91859,                0.91403,                0.94524,                0.67297,                 1.0317,                0.68404,                 1.0214,             1.8774e-05,             1.8774e-05,             1.8774e-05
                    323,                0.98771,                 0.8301,                 1.0162,                0.91697,                0.91472,                0.94261,                0.67151,                 1.0354,                0.68447,                 1.0217,             1.8197e-05,             1.8197e-05,             1.8197e-05
                    324,                0.99263,                0.83612,                 1.0138,                0.91274,                0.91681,                0.94439,                0.67006,                 1.0347,                0.68092,                 1.0209,              1.762e-05,              1.762e-05,              1.762e-05
                    325,                0.98833,                0.82891,                  1.011,                0.91961,                  0.913,                0.94425,                0.67141,                 1.0322,                0.68231,                 1.0206,             1.7043e-05,             1.7043e-05,             1.7043e-05
                    326,                0.99334,                0.83643,                 1.0082,                0.91954,                0.91053,                0.94354,                0.67004,                 1.0336,                0.68469,                 1.0212,             1.6466e-05,             1.6466e-05,             1.6466e-05
                    327,                0.98698,                0.83214,                 1.0117,                0.91833,                0.90928,                0.94319,                0.67085,                 1.0288,                0.68176,                 1.0187,             1.5889e-05,             1.5889e-05,             1.5889e-05
                    328,                0.97058,                0.80712,                 1.0088,                0.92187,                0.90855,                0.94626,                0.67114,                 1.0304,                0.68229,                 1.0192,             1.5312e-05,             1.5312e-05,             1.5312e-05
                    329,                 0.9888,                 0.8312,                 1.0113,                0.91578,                0.91297,                0.94555,                0.67018,                 1.0275,                0.68084,                 1.0184,             1.4735e-05,             1.4735e-05,             1.4735e-05
                    330,                0.99694,                0.83806,                 1.0148,                0.91336,                0.91221,                0.94331,                0.66969,                 1.0299,                0.68421,                 1.0197,             1.4158e-05,             1.4158e-05,             1.4158e-05
                    331,                0.98183,                0.83531,                 1.0049,                0.91351,                0.91446,                0.94456,                0.66981,                 1.0298,                0.68467,                 1.0189,             1.3581e-05,             1.3581e-05,             1.3581e-05
                    332,                0.99075,                0.83831,                  1.016,                0.91469,                0.91618,                0.94511,                 0.6697,                 1.0306,                0.68334,                 1.0187,             1.3004e-05,             1.3004e-05,             1.3004e-05
                    333,                0.98519,                0.82286,                 1.0093,                0.91797,                0.91544,                0.94641,                0.66966,                 1.0324,                0.68438,                 1.0186,             1.2427e-05,             1.2427e-05,             1.2427e-05
                    334,                 0.9773,                0.81729,                 1.0075,                0.91706,                0.91465,                0.94561,                 0.6693,                 1.0319,                0.68519,                 1.0196,             1.1849e-05,             1.1849e-05,             1.1849e-05
                    335,                0.99666,                0.82498,                 1.0113,                0.92021,                0.91115,                0.94582,                0.66819,                 1.0312,                0.68519,                 1.0195,             1.1272e-05,             1.1272e-05,             1.1272e-05
                    336,                0.99148,                0.82423,                 1.0099,                0.90999,                0.91837,                0.94414,                0.66919,                 1.0317,                0.68426,                 1.0202,             1.0695e-05,             1.0695e-05,             1.0695e-05
                    337,                0.98874,                0.83003,                 1.0089,                0.91712,                0.91446,                0.94631,                0.67209,                  1.028,                0.67922,                 1.0184,             1.0118e-05,             1.0118e-05,             1.0118e-05
                    338,                0.99255,                0.82578,                 1.0092,                0.91477,                0.91722,                0.94547,                0.67114,                 1.0288,                0.67861,                 1.0183,             9.5414e-06,             9.5414e-06,             9.5414e-06
                    339,                0.97735,                0.82772,                 1.0049,                0.91674,                0.91502,                0.94533,                0.67028,                 1.0301,                0.67901,                  1.018,             8.9643e-06,             8.9643e-06,             8.9643e-06
                    340,                0.99135,                0.82304,                 1.0072,                0.91376,                0.91554,                 0.9459,                0.67191,                 1.0296,                0.67927,                 1.0178,             8.3873e-06,             8.3873e-06,             8.3873e-06
                    341,                 0.9276,                0.75567,                 1.0035,                0.91392,                0.91542,                0.94514,                0.67029,                 1.0323,                0.68406,                 1.0199,             7.8103e-06,             7.8103e-06,             7.8103e-06
                    342,                0.93717,                0.75704,                 1.0039,                0.91318,                0.90995,                0.94315,                0.66951,                 1.0346,                 0.6891,                 1.0205,             7.2333e-06,             7.2333e-06,             7.2333e-06
                    343,                0.93159,                0.75258,                0.99818,                0.91428,                0.91073,                 0.9428,                0.66848,                 1.0344,                0.68857,                 1.0205,             6.6562e-06,             6.6562e-06,             6.6562e-06
                    344,                0.92891,                0.74865,                 1.0015,                0.91534,                0.91109,                0.94288,                0.66936,                 1.0337,                0.68809,                 1.0214,             6.0792e-06,             6.0792e-06,             6.0792e-06
                    345,                0.93268,                0.74911,                0.99954,                0.91593,                0.91075,                0.94248,                0.66792,                 1.0335,                0.68857,                 1.0214,             5.5022e-06,             5.5022e-06,             5.5022e-06
                    346,                0.92793,                0.74642,                0.99045,                0.91233,                0.91547,                0.94247,                0.66872,                 1.0344,                0.68797,                 1.0223,             4.9251e-06,             4.9251e-06,             4.9251e-06
                    347,                0.93205,                0.74717,                0.99612,                 0.9111,                0.91287,                0.94238,                0.66888,                 1.0335,                0.68553,                  1.022,             4.3481e-06,             4.3481e-06,             4.3481e-06
                    348,                0.92369,                0.73974,                0.99033,                0.91244,                 0.9137,                0.94269,                0.66934,                 1.0336,                0.68494,                 1.0222,             3.7711e-06,             3.7711e-06,             3.7711e-06
                    349,                0.93296,                0.75221,                0.99886,                0.91054,                0.91285,                0.94194,                0.66879,                 1.0349,                0.68575,                  1.023,             3.1941e-06,             3.1941e-06,             3.1941e-06
                    350,                0.92639,                0.74958,                0.99848,                0.91154,                0.91189,                0.94203,                0.66881,                 1.0357,                0.68762,                 1.0234,              2.617e-06,              2.617e-06,              2.617e-06
